topic,word_id,word,hint,sentence
chinese_hsk_5,gong1_shi4,公式,formula,她把自己的成功归功于一套独特的学习公式。
chinese_hsk_5,gong1_shi4,公式,formula,这个公式的推导过程有点复杂。
chinese_hsk_5,gong1_shi4,公式,formula,药剂师需要精确地按照处方公式配药。
chinese_hsk_5,gong1_shi4,公式,formula,我们可以用这个公式来估算成本。
chinese_hsk_5,gong1_zheng4,公正,just; fair; equitable,法官必须公正地审理案件。
chinese_hsk_5,gong1_zheng4,公正,just; fair; equitable,裁判需要公正地对待双方选手。
chinese_hsk_5,gong1_zheng4,公正,just; fair; equitable,我们应该努力实现一个更加公正的社会。
chinese_hsk_5,gong1_zheng4,公正,just; fair; equitable,公平的竞争是公正比赛的前提。
chinese_hsk_5,gong1_zheng4,公正,just; fair; equitable,大家都希望得到公正的对待。
chinese_hsk_5,gong1_zheng4,公正,just; fair; equitable,他的话语非常公正，令人信服。
chinese_hsk_5,gong1_zheng4,公正,just; fair; equitable,老师以公正的态度处理学生之间的矛盾。
chinese_hsk_5,gong1_zheng4,公正,just; fair; equitable,这种分配方式不够公正，需要改进。
chinese_hsk_5,gong1_zheng4,公正,just; fair; equitable,制定政策时，应考虑其公正性。
chinese_hsk_5,gong1_zheng4,公正,just; fair; equitable,公正是维护社会秩序的基础。
chinese_hsk_5,gong4_ji4,共计,to sum up to,这次活动共计有三百多人参加。
chinese_hsk_5,gong4_ji4,共计,to sum up to,账单上显示共计花费了一百五十元。
chinese_hsk_5,gong4_ji4,共计,to sum up to,他的书架上共计收藏了五百多本书。
chinese_hsk_5,gong4_ji4,共计,to sum up to,此次旅行共计花费了七天时间。
chinese_hsk_5,gong4_ji4,共计,to sum up to,现场共计展出了四十件艺术品。
chinese_hsk_5,gong4_ji4,共计,to sum up to,他的公司今年共计赚了多少钱？
chinese_hsk_5,gong4_ji4,共计,to sum up to,我们共计需要准备二十份午餐。
chinese_hsk_5,gong4_ji4,共计,to sum up to,这份报告共计有三十页。
chinese_hsk_5,gong4_ji4,共计,to sum up to,统计下来，本月共计阅读了五本书。
chinese_hsk_5,gong4_ji4,共计,to sum up to,游乐园内共计有十个游乐项目。
chinese_hsk_5,gong4_xiang3,共享,to share,我们可以共享这个房间。
chinese_hsk_5,gong4_xiang3,共享,to share,他们决定共享出租车。
chinese_hsk_5,gong4_xiang3,共享,to share,我喜欢和朋友共享美食。
chinese_hsk_5,gong4_xiang3,共享,to share,这个公园是大家共享的。
chinese_hsk_5,gong4_xiang3,共享,to share,父母应该共享育儿的责任。
chinese_hsk_5,gong4_xiang3,共享,to share,你们可以共享这个文件。
chinese_hsk_5,gong4_xiang3,共享,to share,我们愿意共享我们的知识。
chinese_hsk_5,gong4_xiang3,共享,to share,团队成员必须共享信息。
chinese_hsk_5,gong4_xiang3,共享,to share,共享单车非常方便。
chinese_hsk_5,gong4_xiang3,共享,to share,她们经常共享手机里的照片。
chinese_hsk_5,gou1,沟,ditch,小心路边的沟，别摔倒了。
chinese_hsk_5,gou1,沟,ditch,农民们正在清理田间的沟渠。
chinese_hsk_5,gou1,沟,ditch,雨水汇集，在路上形成了一条浅沟。
chinese_hsk_5,gou1,沟,ditch,孩子们在雪地里挖了一条小沟玩耍。
chinese_hsk_5,gou1,沟,ditch,这条沟太深了，我们过不去。
chinese_hsk_5,gou1,沟,ditch,施工队在修建排水沟。
chinese_hsk_5,gou1,沟,ditch,他的话语在两人之间划下了一道沟。
chinese_hsk_5,gou1,沟,ditch,农田里的水可以通过沟流到村庄。
chinese_hsk_5,gou1,沟,ditch,经过多年的风雨侵蚀，岩石上形成了很多沟。
chinese_hsk_5,gou1,沟,ditch,工程师在设计时考虑到了沟的排水功能。
chinese_hsk_5,gou1_tong1,沟通,to join; to connect; to link up,良好的沟通是成功合作的基础。
chinese_hsk_5,gou1_tong1,沟通,to join; to connect; to link up,父母应该多和孩子沟通他们的想法。
chinese_hsk_5,gou1_tong1,沟通,to join; to connect; to link up,我们需要加强部门之间的沟通，提高效率。
chinese_hsk_5,gou1_tong1,沟通,to join; to connect; to link up,即使语言不通，肢体语言也能进行有效沟通。
chinese_hsk_5,gou1_tong1,沟通,to join; to connect; to link up,这次会议的目的是为了促进两国人民的沟通和理解。
chinese_hsk_5,gou1_tong1,沟通,to join; to connect; to link up,他的沟通方式很直接，让人很容易明白。
chinese_hsk_5,gou1_tong1,沟通,to join; to connect; to link up,学习一门新的语言，就是学会与不同文化的人沟通。
chinese_hsk_5,gou1_tong1,沟通,to join; to connect; to link up,很多误会都源于缺乏及时的沟通。
chinese_hsk_5,gou1_tong1,沟通,to join; to connect; to link up,请确保你已经充分沟通了你的要求。
chinese_hsk_5,gou1_tong1,沟通,to join; to connect; to link up,老师鼓励学生们大胆地沟通自己的问题。
chinese_hsk_5,gu1_ji4,估计,to estimate,我估计明天会下雨。
chinese_hsk_5,gu1_ji4,估计,to estimate,他估计这个项目需要一个月才能完成。
chinese_hsk_5,gu1_ji4,估计,to estimate,你估计一下，这件衣服要多少钱？
chinese_hsk_5,gu1_ji4,估计,to estimate,老师估计今年的考试会比较难。
chinese_hsk_5,gu1_ji4,估计,to estimate,专家估计这种病很难治愈。
chinese_hsk_5,gu1_ji4,估计,to estimate,我估计你已经等了很久了。
chinese_hsk_5,gu1_ji4,估计,to estimate,经理估计公司今年的利润会翻倍。
chinese_hsk_5,gu1_ji4,估计,to estimate,奶奶估计再过几天，西瓜就熟了。
chinese_hsk_5,gu1_ji4,估计,to estimate,飞行员估计飞行时间是两个小时。
chinese_hsk_5,gu1_ji4,估计,to estimate,我估计他现在应该到家了。
chinese_hsk_5,gu3_lao3,古老,ancient,这座城市保留着许多古老的建筑。
chinese_hsk_5,gu3_lao3,古老,ancient,爷爷给我讲了一个关于古老传说的故事。
chinese_hsk_5,gu3_lao3,古老,ancient,这家店卖的都是古老的家具。
chinese_hsk_5,gu3_lao3,古老,ancient,我对古老的文明很感兴趣。
chinese_hsk_5,gu3_lao3,古老,ancient,老师在课堂上介绍了古老的中国哲学。
chinese_hsk_5,gu3_lao3,古老,ancient,导游带领我们参观了古老的寺庙。
chinese_hsk_5,gu3_lao3,古老,ancient,他收集了很多古老的邮票。
chinese_hsk_5,gu3_lao3,古老,ancient,博物馆里陈列着一些古老的陶器。
chinese_hsk_5,gu3_lao3,古老,ancient,这本古老的书籍是用繁体字写的。
chinese_hsk_5,gu3_lao3,古老,ancient,传说这座山上有一个古老的泉水。
chinese_hsk_5,gu3,鼓,old variant of 鼓,锣鼓喧天，庆祝胜利。
chinese_hsk_5,gu3,鼓,old variant of 鼓,他敲鼓的声音很有节奏感。
chinese_hsk_5,gu3,鼓,old variant of 鼓,老师用鼓掌的方式鼓励大家。
chinese_hsk_5,gu3,鼓,old variant of 鼓,鼓舞人心的演讲改变了我的想法。
chinese_hsk_5,gu3,鼓,old variant of 鼓,孩子们在音乐会上兴奋地打鼓。
chinese_hsk_5,gu3,鼓,old variant of 鼓,鼓楼是这座古城的标志性建筑。
chinese_hsk_5,gu3,鼓,old variant of 鼓,鼓足勇气，去尝试新事物。
chinese_hsk_5,gu3,鼓,old variant of 鼓,鼓吹革命的口号响彻云霄。
chinese_hsk_5,gu3,鼓,old variant of 鼓,鼓浪屿的风景非常迷人。
chinese_hsk_5,gu3,鼓,old variant of 鼓,鼓动旁观者上前帮忙。
chinese_hsk_5,gu3_li4,鼓励,to encourage,老师总是鼓励我们多提问。
chinese_hsk_5,gu3_li4,鼓励,to encourage,父母的鼓励是我前进的动力。
chinese_hsk_5,gu3_li4,鼓励,to encourage,他的鼓励让我更有信心。
chinese_hsk_5,gu3_li4,鼓励,to encourage,请大家鼓励一下新来的同事。
chinese_hsk_5,gu3_li4,鼓励,to encourage,我想鼓励你勇敢地追求梦想。
chinese_hsk_5,gu3_li4,鼓励,to encourage,很多家长鼓励孩子学习音乐。
chinese_hsk_5,gu3_li4,鼓励,to encourage,你的话给了我很大的鼓励。
chinese_hsk_5,gu3_li4,鼓励,to encourage,团队需要相互鼓励才能成功。
chinese_hsk_5,gu3_li4,鼓励,to encourage,市场研究报告鼓励了投资。
chinese_hsk_5,gu3_li4,鼓励,to encourage,她用微笑鼓励着生病的邻居。
chinese_hsk_5,gu3_zhang3,鼓掌,to applaud,观众们为精彩的表演鼓掌。
chinese_hsk_5,gu3_zhang3,鼓掌,to applaud,听到这个好消息，大家情不自禁地鼓掌。
chinese_hsk_5,gu3_zhang3,鼓掌,to applaud,老师表扬了表现优异的学生，学生们鼓掌回应。
chinese_hsk_5,gu3_zhang3,鼓掌,to applaud,演讲者结束了他的发言，全场热烈鼓掌。
chinese_hsk_5,gu3_zhang3,鼓掌,to applaud,音乐会结束后，我为乐手们鼓掌。
chinese_hsk_5,gu3_zhang3,鼓掌,to applaud,她完成了一个非常困难的任务，我们都应该为她鼓掌。
chinese_hsk_5,gu3_zhang3,鼓掌,to applaud,在这种场合，鼓掌是表示赞赏的方式。
chinese_hsk_5,gu3_zhang3,鼓掌,to applaud,孩子们表演完节目，父母们高兴地鼓掌。
chinese_hsk_5,gu3_zhang3,鼓掌,to applaud,他谦虚地接受了大家的鼓掌。
chinese_hsk_5,gu3_zhang3,鼓掌,to applaud,比赛获胜的队伍受到了观众的鼓掌欢迎。
chinese_hsk_5,gu4_wen4,顾问,adviser,他请了一位财务顾问来帮助他管理投资。
chinese_hsk_5,gu4_wen4,顾问,adviser,我需要找一位法律顾问咨询一些问题。
chinese_hsk_5,gu4_wen4,顾问,adviser,公司聘请了一位市场营销顾问来制定新策略。
chinese_hsk_5,gu4_wen4,顾问,adviser,这位历史顾问对这个项目的深入研究令人印象深刻。
chinese_hsk_5,gu4_wen4,顾问,adviser,她是一位非常有经验的职业发展顾问。
chinese_hsk_5,gu4_wen4,顾问,adviser,我们可以向技术顾问寻求关于软件升级的建议。
chinese_hsk_5,gu4_wen4,顾问,adviser,学校邀请了一位教育顾问来给学生们做讲座。
chinese_hsk_5,gu4_wen4,顾问,adviser,在谈判过程中，他扮演了重要的顾问角色。
chinese_hsk_5,gu4_wen4,顾问,adviser,我正在考虑聘请一位旅行顾问来规划我的假期。
chinese_hsk_5,gu4_wen4,顾问,adviser,委员会需要一位科学顾问来评估项目的可行性。
chinese_hsk_5,guan1_huai2,关怀,care,老师的关怀让学生们感到温暖。
chinese_hsk_5,guan1_huai2,关怀,care,我们应该给予老人更多的关怀。
chinese_hsk_5,guan1_huai2,关怀,care,他的关怀体现在日常的点滴之中。
chinese_hsk_5,guan1_huai2,关怀,care,这种关怀是无私的，不求回报。
chinese_hsk_5,guan1_huai2,关怀,care,志愿者的关怀对灾区人民很重要。
chinese_hsk_5,guan1_huai2,关怀,care,母亲的关怀是孩子成长中最宝贵的财富。
chinese_hsk_5,guan1_huai2,关怀,care,公司对员工的关怀措施做得很好。
chinese_hsk_5,guan1_huai2,关怀,care,尽管他话不多，但他的关怀却很真诚。
chinese_hsk_5,guan1_huai2,关怀,care,看到邻居遭受困难，我希望能给予一些关怀。
chinese_hsk_5,guan1_huai2,关怀,care,国际社会的关怀有助于缓解当地的危机。
chinese_hsk_5,guan1_jian4,关键,crucial point,找到问题的关键所在是解决它的第一步。
chinese_hsk_5,guan1_jian4,关键,crucial point,他的支持对这个项目的成功是关键。
chinese_hsk_5,guan1_jian4,关键,crucial point,记忆单词的關鍵在于反复练习。
chinese_hsk_5,guan1_jian4,关键,crucial point,这次会议的關鍵信息需要传达给所有部门。
chinese_hsk_5,guan1_jian4,关键,crucial point,沟通是维系健康人际关系的关键。
chinese_hsk_5,guan1_jian4,关键,crucial point,学习语言的关键在于坚持不懈。
chinese_hsk_5,guan1_jian4,关键,crucial point,提前做好计划是避免麻烦的关键。
chinese_hsk_5,guan1_jian4,关键,crucial point,保持积极的心态是应对挑战的关键。
chinese_hsk_5,guan1_jian4,关键,crucial point,节约能源是保护环境的关键措施。
chinese_hsk_5,guan1_jian4,关键,crucial point,了解客户的需求是营销的关键。
chinese_hsk_5,guan4_jun1,冠军,champion,他是去年的游泳冠军。
chinese_hsk_5,guan4_jun1,冠军,champion,这位年轻的网球选手有望成为未来的世界冠军。
chinese_hsk_5,guan4_jun1,冠军,champion,恭喜你们夺得这次比赛的冠军！
chinese_hsk_5,guan4_jun1,冠军,champion,那个国家队赢得了世界杯足球赛冠军。
chinese_hsk_5,guan4_jun1,冠军,champion,她一直梦想成为一名奥运会冠军。
chinese_hsk_5,guan4_jun1,冠军,champion,我们的学校篮球队是地区联赛的冠军。
chinese_hsk_5,guan4_jun1,冠军,champion,只有一名选手能够成为最后的冠军。
chinese_hsk_5,guan4_jun1,冠军,champion,我很佩服这位坚持不懈的冠军。
chinese_hsk_5,guan4_jun1,冠军,champion,赛车手们都在争夺年度总冠军。
chinese_hsk_5,guan4_jun1,冠军,champion,他们的团队精神让他们成为了当之无愧的冠军。
chinese_hsk_5,guang1_rong2,光荣,honor and glory,为国捐躯是一种无上的光荣。
chinese_hsk_5,guang1_rong2,光荣,honor and glory,获得这项科学奖是她职业生涯的巨大光荣。
chinese_hsk_5,guang1_rong2,光荣,honor and glory,能够代表国家参加奥运会，我感到无比光荣。
chinese_hsk_5,guang1_rong2,光荣,honor and glory,能够为公司做出贡献，我感到很光荣。
chinese_hsk_5,guang1_rong2,光荣,honor and glory,父母的光荣来自于子女的成就。
chinese_hsk_5,guang1_rong2,光荣,honor and glory,他的光荣事迹被载入史册。
chinese_hsk_5,guang1_rong2,光荣,honor and glory,这是一场值得我们铭记的光荣胜利。
chinese_hsk_5,guang1_rong2,光荣,honor and glory,消防员的工作充满了危险，但也充满了光荣。
chinese_hsk_5,guang1_rong2,光荣,honor and glory,看着孩子们快乐成长，就是对他最大的光荣。
chinese_hsk_5,guang1_rong2,光荣,honor and glory,传承传统文化是一种光荣的使命。
chinese_hsk_5,guang1_xian4,光线,light ray,窗外的阳光透过树叶，投下斑驳的光线。
chinese_hsk_5,guang1_xian4,光线,light ray,摄影师利用柔和的光线捕捉人物最自然的一面。
chinese_hsk_5,guang1_xian4,光线,light ray,房间太暗了，我们需要更多的光线。
chinese_hsk_5,guang1_xian4,光线,light ray,夜晚的海面被月光照亮，闪烁着迷人的光线。
chinese_hsk_5,guang1_xian4,光线,light ray,激光是一种高度集中的光线。
chinese_hsk_5,guang1_xian4,光线,light ray,博物馆展出了许多珍贵的文物，都有特别的光线保护。
chinese_hsk_5,guang1_xian4,光线,light ray,潜水时，能见度不高，很难看清海底的光线。
chinese_hsk_5,guang1_xian4,光线,light ray,阳光下的露珠折射出七彩的光线。
chinese_hsk_5,guang1_xian4,光线,light ray,她戴着墨镜，遮挡着刺眼的光线。
chinese_hsk_5,guang1_xian4,光线,light ray,随着黎明的到来，第一缕光线穿破黑暗。
chinese_hsk_5,yan3,广,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",这家酒店的视野非常广阔，可以看到远处的山峦。
chinese_hsk_5,yan3,广,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",他的知识面很广，什么话题都能聊上几句。
chinese_hsk_5,yan3,广,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",广告牌上的内容十分吸引人，画面也很广。
chinese_hsk_5,yan3,广,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",他们的生意做得很大，市场覆盖面很广。
chinese_hsk_5,yan3,广,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",这个城市发展迅速，街道宽广而整洁。
chinese_hsk_5,yan3,广,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",他的经验很广，能够处理各种复杂的情况。
chinese_hsk_5,yan3,广,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",这里的风景十分广美，让人心旷神怡。
chinese_hsk_5,yan3,广,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",那个展览的内容很广，涵盖了从古至今的历史。
chinese_hsk_5,yan3,广,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",听众非常广，来自世界各地。
chinese_hsk_5,yan3,广,"""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc",他的朋友很多，社交圈子很广。
chinese_hsk_5,guang3_fan4,广泛,extensive,这种疾病的症状很广泛。
chinese_hsk_5,guang3_fan4,广泛,extensive,他的知识非常广泛，什么都懂一点。
chinese_hsk_5,guang3_fan4,广泛,extensive,我们需要广泛征求大家的意见。
chinese_hsk_5,guang3_fan4,广泛,extensive,互联网的普及使得信息传播更加广泛。
chinese_hsk_5,guang3_fan4,广泛,extensive,这家公司在国际市场上拥有广泛的客户群。
chinese_hsk_5,guang3_fan4,广泛,extensive,学习一门语言需要广泛的阅读和练习。
chinese_hsk_5,guang3_fan4,广泛,extensive,环保意识在年轻人中越来越广泛。
chinese_hsk_5,guang3_fan4,广泛,extensive,这个问题的解决方案需要广泛的讨论。
chinese_hsk_5,guang3_fan4,广泛,extensive,他的艺术作品在国内外都获得了广泛的好评。
chinese_hsk_5,guang3_fan4,广泛,extensive,这种新型技术正在被广泛应用于各个行业。
chinese_hsk_5,gui1_hua4,规划,to draw up a plan; to map out a program,我们需要为明年的项目制定详细的规划。
chinese_hsk_5,gui1_hua4,规划,to draw up a plan; to map out a program,经理正在规划公司的未来发展方向。
chinese_hsk_5,gui1_hua4,规划,to draw up a plan; to map out a program,老师帮助学生规划他们的学习路径。
chinese_hsk_5,gui1_hua4,规划,to draw up a plan; to map out a program,这座城市正在进行全面的城市规划。
chinese_hsk_5,gui1_hua4,规划,to draw up a plan; to map out a program,他有一个清晰的职业规划，并为此努力。
chinese_hsk_5,gui1_hua4,规划,to draw up a plan; to map out a program,政府规划了新的交通线路以缓解拥堵。
chinese_hsk_5,gui1_hua4,规划,to draw up a plan; to map out a program,父母为孩子的教育进行了周密的规划。
chinese_hsk_5,gui1_hua4,规划,to draw up a plan; to map out a program,我正在规划一次为期两周的欧洲旅行。
chinese_hsk_5,gui1_hua4,规划,to draw up a plan; to map out a program,这个软件可以帮助你更好地规划你的时间。
chinese_hsk_5,gui1_hua4,规划,to draw up a plan; to map out a program,艺术家在创作前通常会先进行构图规划。
chinese_hsk_5,gui3,鬼,disembodied spirit; ghost; devil,夜深人静，我总感觉房间里有鬼。
chinese_hsk_5,gui3,鬼,disembodied spirit; ghost; devil,他讲的鬼故事吓得我不敢一个人睡觉。
chinese_hsk_5,gui3,鬼,disembodied spirit; ghost; devil,别说我胆小，我真的怕鬼。
chinese_hsk_5,gui3,鬼,disembodied spirit; ghost; devil,村子里流传着一个关于老宅里有鬼的传说。
chinese_hsk_5,gui3,鬼,disembodied spirit; ghost; devil,她看起来脸色苍白，好像见了鬼一样。
chinese_hsk_5,gui3,鬼,disembodied spirit; ghost; devil,这个孩子特别调皮，简直是个小鬼。
chinese_hsk_5,gui3,鬼,disembodied spirit; ghost; devil,你不要吓唬我，我才不怕什么鬼。
chinese_hsk_5,gui3,鬼,disembodied spirit; ghost; devil,这个难题太复杂了，简直像个鬼打墙。
chinese_hsk_5,gui3,鬼,disembodied spirit; ghost; devil,他做事非常认真，不像有些鬼鬼祟祟的人。
chinese_hsk_5,gui3,鬼,disembodied spirit; ghost; devil,别再胡思乱想了，世界上根本没有鬼。
chinese_hsk_5,gui4_zi5,柜子,cupboard,我需要买一个新柜子放衣服。
chinese_hsk_5,gui4_zi5,柜子,cupboard,请把书放进那个大的柜子。
chinese_hsk_5,gui4_zi5,柜子,cupboard,厨房里有许多柜子，可以放餐具。
chinese_hsk_5,gui4_zi5,柜子,cupboard,他打开卧室里的柜子，找了一条裤子。
chinese_hsk_5,gui4_zi5,柜子,cupboard,这个柜子可以用锁锁起来。
chinese_hsk_5,gui4_zi5,柜子,cupboard,孩子们喜欢在柜子里藏东西。
chinese_hsk_5,gui4_zi5,柜子,cupboard,检查一下，这个柜子的门关好了吗？
chinese_hsk_5,gui4_zi5,柜子,cupboard,你能帮我把这个沉重的柜子搬到墙边吗？
chinese_hsk_5,gui4_zi5,柜子,cupboard,那个古老的柜子里面一定有很多故事。
chinese_hsk_5,gui4_zi5,柜子,cupboard,这个玩具柜子很方便，可以让孩子自己整理。
chinese_hsk_5,gun3,滚,to boil,水开了，可以泡茶了。
chinese_hsk_5,gun3,滚,to boil,锅里的汤一直在滚。
chinese_hsk_5,gun3,滚,to boil,烧水壶里的水滚得很厉害。
chinese_hsk_5,gun3,滚,to boil,等到水滚了再下面条。
chinese_hsk_5,gun3,滚,to boil,他的身体很不舒服，感觉发烧在滚。
chinese_hsk_5,gun3,滚,to boil,这种香料在烹饪时会慢慢滚出来香味。
chinese_hsk_5,gun3,滚,to boil,炉子上的油在滚，小心不要溅出来。
chinese_hsk_5,gun3,滚,to boil,滚滚的江水向东流去。
chinese_hsk_5,gun3,滚,to boil,看着锅里滚动的食物，我口水都要流下来了。
chinese_hsk_5,gun3,滚,to boil,温泉的水不停地在滚，冒着热气。
chinese_hsk_5,guo1,锅,pot; pan; wok; cauldron,妈妈在厨房里炒菜，锅里的油滋滋响。
chinese_hsk_5,guo1,锅,pot; pan; wok; cauldron,我们一起围着火锅，吃得热气腾腾。
chinese_hsk_5,guo1,锅,pot; pan; wok; cauldron,这口旧锅已经用了二十年了，非常有感情。
chinese_hsk_5,guo1,锅,pot; pan; wok; cauldron,请帮我把汤锅端上来。
chinese_hsk_5,guo1,锅,pot; pan; wok; cauldron,他把面条放进锅里煮。
chinese_hsk_5,guo1,锅,pot; pan; wok; cauldron,今天的晚饭是一锅炖菜，味道很浓郁。
chinese_hsk_5,guo1,锅,pot; pan; wok; cauldron,她小心翼翼地擦拭着那口老铁锅。
chinese_hsk_5,guo1,锅,pot; pan; wok; cauldron,我需要一个大一点的锅来做汤。
chinese_hsk_5,guo1,锅,pot; pan; wok; cauldron,孩子们在院子里用铁锅玩水。
chinese_hsk_5,guo1,锅,pot; pan; wok; cauldron,这个菜需要用平底锅煎一下。
chinese_hsk_5,guo2_ji2,国籍,nationality,他的国籍是中国。
chinese_hsk_5,guo2_ji2,国籍,nationality,办理签证需要填写你的国籍。
chinese_hsk_5,guo2_ji2,国籍,nationality,她拥有双重国籍。
chinese_hsk_5,guo2_ji2,国籍,nationality,很多留学生不确定自己的国籍如何填写。
chinese_hsk_5,guo2_ji2,国籍,nationality,申请工作时，公司会询问你的国籍。
chinese_hsk_5,guo2_ji2,国籍,nationality,改变国籍是一个复杂的过程。
chinese_hsk_5,guo2_ji2,国籍,nationality,他们的孩子出生在美国，所以是美国国籍。
chinese_hsk_5,guo2_ji2,国籍,nationality,护照上会清楚地标明持有人的国籍。
chinese_hsk_5,guo2_ji2,国籍,nationality,足球运动员通常代表自己国家的国籍参赛。
chinese_hsk_5,guo2_ji2,国籍,nationality,移民局要求提供证明国籍的文件。
chinese_hsk_5,guo2_min2,国民,nationals,护照是证明其国民身份的重要文件。
chinese_hsk_5,guo2_min2,国民,nationals,国家有责任保护其所有国民的安全。
chinese_hsk_5,guo2_min2,国民,nationals,这位艺术家是许多国民的骄傲。
chinese_hsk_5,guo2_min2,国民,nationals,政府正在考虑一项新的政策来帮助失业国民。
chinese_hsk_5,guo2_min2,国民,nationals,旅行时，请随身携带您的国民身份证。
chinese_hsk_5,guo2_min2,国民,nationals,电影描绘了在困难时期团结一致的国民。
chinese_hsk_5,guo2_min2,国民,nationals,我们应该关心所有国民的福祉。
chinese_hsk_5,guo2_min2,国民,nationals,这项调查旨在了解国民的消费习惯。
chinese_hsk_5,guo2_min2,国民,nationals,她为自己作为一名 proud 的国民而感到自豪。
chinese_hsk_5,guo2_min2,国民,nationals,国际组织为各国国民提供援助。
chinese_hsk_5,guo4_du4,过度,excessive,别过度劳累，注意休息。
chinese_hsk_5,guo4_du4,过度,excessive,这样做可能会过度刺激你的皮肤。
chinese_hsk_5,guo4_du4,过度,excessive,我认为他有点过度反应了。
chinese_hsk_5,guo4_du4,过度,excessive,这个计划需要克服许多过度设计的问题。
chinese_hsk_5,guo4_du4,过度,excessive,她对这次失败的过度担忧是不必要的。
chinese_hsk_5,guo4_du4,过度,excessive,这种食物含有过度的糖分。
chinese_hsk_5,guo4_du4,过度,excessive,我们应该避免过度依赖科技。
chinese_hsk_5,guo4_du4,过度,excessive,电影里的暴力场面有点过度。
chinese_hsk_5,guo4_du4,过度,excessive,很多广告都在过度宣传产品的功效。
chinese_hsk_5,guo4_du4,过度,excessive,他的话语带有一丝过度自信。
chinese_hsk_5,guo4_min3,过敏,oversensitive,我对花粉过敏，一到春天就打喷嚏。
chinese_hsk_5,guo4_min3,过敏,oversensitive,他好像对海鲜过敏，吃了会起红疹。
chinese_hsk_5,guo4_min3,过敏,oversensitive,这件衣服的材质我不习惯，可能会过敏。
chinese_hsk_5,guo4_min3,过敏,oversensitive,医生建议我做一个过敏源测试。
chinese_hsk_5,guo4_min3,过敏,oversensitive,小孩吃了花生后出现过敏反应，得赶紧送医。
chinese_hsk_5,guo4_min3,过敏,oversensitive,很多人对某些药物会有过敏。
chinese_hsk_5,guo4_min3,过敏,oversensitive,我妈对阳光有点过敏，夏天不喜欢出门。
chinese_hsk_5,guo4_min3,过敏,oversensitive,这个问题很敏感，你说话要小心点，别让人过敏。
chinese_hsk_5,guo4_min3,过敏,oversensitive,这种新护肤品效果很好，但我担心我会过敏。
chinese_hsk_5,guo4_min3,过敏,oversensitive,别担心，我对猫毛不过敏，可以和你家猫咪玩。
chinese_hsk_5,guo4_yu2,过于,too much,这件衣服穿起来过于紧了。
chinese_hsk_5,guo4_yu2,过于,too much,他的计划过于冒险，我不赞成。
chinese_hsk_5,guo4_yu2,过于,too much,她对这件事过于担心了。
chinese_hsk_5,guo4_yu2,过于,too much,不要把食物烹饪得过于油腻。
chinese_hsk_5,guo4_yu2,过于,too much,他的话语过于伤人，让我很难过。
chinese_hsk_5,guo4_yu2,过于,too much,这个游戏难度过于高，很多人玩不下去。
chinese_hsk_5,guo4_yu2,过于,too much,这家餐厅的服务过于周到，有时甚至让人觉得不自在。
chinese_hsk_5,guo4_yu2,过于,too much,这种观点过于片面，没有考虑到其他因素。
chinese_hsk_5,guo4_yu2,过于,too much,他跑步时过于用力，伤到了腿。
chinese_hsk_5,guo4_yu2,过于,too much,孩子们有时候对新事物过于好奇。
chinese_hsk_5,hai1,咳,sound of sighing,他听到这个消息，不禁咳了一声。
chinese_hsk_5,hai1,咳,sound of sighing,听到她的抱怨，我忍不住咳了一声。
chinese_hsk_5,hai1,咳,sound of sighing,医生让病人咳一下，听听他的肺。
chinese_hsk_5,hai1,咳,sound of sighing,咳嗽不是病，咳得厉害才麻烦。
chinese_hsk_5,hai1,咳,sound of sighing,他想掩饰尴尬，却只咳了一声。
chinese_hsk_5,hai1,咳,sound of sighing,看着他辛苦的样子，我不禁咳了一声。
chinese_hsk_5,hai1,咳,sound of sighing,那个老爷爷在路上走着，时不时会咳一声。
chinese_hsk_5,hai1,咳,sound of sighing,烟太大，呛得我不住地咳。
chinese_hsk_5,hai1,咳,sound of sighing,她在讲话时，因为紧张，咳了一声。
chinese_hsk_5,hai1,咳,sound of sighing,听到她的哭诉，我心里也跟着咳了一声。
chinese_hsk_5,hai4,害,to do harm to,抽烟会**害**你的健康。
chinese_hsk_5,hai4,害,to do harm to,别相信他，他会**害**你的。
chinese_hsk_5,hai4,害,to do harm to,谎言会**害**你们的关系。
chinese_hsk_5,hai4,害,to do harm to,欺负弱小的人是很**害**羞的行为。
chinese_hsk_5,hai4,害,to do harm to,恶意的谣言会**害**一个人的名誉。
chinese_hsk_5,hai4,害,to do harm to,乱扔垃圾会**害**环境。
